,Review_title,Review_text,Ratings
14122,Good,OK,3
14123,Value-for-money,Good,4
14124,Excellent,Nice product,5
14125,Simply awesome,Very good phone,5
14126,Does the job,Good,3
14127,Must buy!,Fabulous,5
14128,Good,Very nice value of money,3
14129,Unsatisfactory,Battery life of this mobile is very very short,1
14130,Terrific purchase,Veri good,5
14131,Perfect product!,Great product for affordable price.,5
14132,Utterly Disappointed,Charger not working.,1
14133,Just wow!,Nice,5
14134,Good,good,3
14135,Does the job,Value of cost,3
14136,Awesome,Good,5
14137,Terrible product,I purchased new one. Incoming call. Speaker is not working,1
14138,Just wow!,Good Product..,5
14139,Worth the money,Good,4
14140,Horrible,Wast phone not working properly,1
14141,Simply awesome,Nice,5
14142,Worth the money,Mobile is very nice and battery stands for more than one week.....,4
14143,Terrific purchase,Very nice product,5
14144,Must buy!,Worth,5
14145,Simply awesome,It's just lovely awesome flipkart is very nice love it 👍😘😘,5
14146,Nice product,"A clean simple performing mobile at an affordable price. Writing review after 4 days of usage.
Firstly the phone was delivered ahead of committed date. And the delivery person Vinay needs a special mention for delivering ahead of time.

No lag in phone performance.
Display is crisp and good.
Sound is very good. Speaker output is pretty good.
Overall, the performance of phone is to my liking and seems to be good buy.",4
14147,Best in the market!,"Feeling happy to use this product OPPO A53s 5G.
Fast, no heating problem, good battery life.
Since I m using 8GB RAM, it's awesome fast. Happy abt it.",5
14148,Value-for-money,"The camera is average..Redmi beats the phone with regards to its camera.
Camera does not matter for me much
Also I felt some lag in the finger print sensor it does not work some times...I have to enter the password. Not sure if it's the problem with just my phone.
The battery, display and the phones overall performance is upto the mark.
Even the ram expandable feature by using your mmc storage space and eye comfort feature is a great addition to this phone.
Overall satisfied with this model.",4
14149,Good quality product,"Superb mobile.
Camera is good
Battery is good ,but not a fast charging.
No hung issues, works flawlessly .",4
14150,Very Good,Hi Guys after using 5 days I'm writing this review Oppo brand is good for rought use apart from Camera quality made unhappy the quality disgusting rest everything is fine but I'm happy with filpkart and dealer they packed well and delivered in 2days but i thing want to say don't buy blue colour its not nice better u can go for black if camera mega pixels is 13mp battery backup long lasting rest everything is well. Even I dint get Hands free from dealer for charging it will take 1.5 hrs,4
14151,Wonderful,Awesome mobile and value for money happy with product along with service provide from Flipkart keep it up thumbs up to Flipkart for offering good product discount.. bought for my wife n she is happy as well,5
14152,Good,"I must appreciate the smart delivery. It took less than 24 hours to reach me. I appreciate the service

I have been using the phone since 5/6 days, hassle free, All fine but it has high SAR : 1.128 (head) &1.092 (body) Which is not mentioned in the specification on web site, but it is shown on the product.

This is a worrying factor. Moreover it does not have Radio inbuild.

Other than this, you can buy it",4
14153,Wonderful,Good,5
14154,Just wow!,Nice Product,5
14155,Simply awesome,It's just lovely awesome flipkart is very nice love it 👍😘😘,5
14156,Nice product,"A clean simple performing mobile at an affordable price. Writing review after 4 days of usage.
Firstly the phone was delivered ahead of committed date. And the delivery person Vinay needs a special mention for delivering ahead of time.

No lag in phone performance.
Display is crisp and good.
Sound is very good. Speaker output is pretty good.
Overall, the performance of phone is to my liking and seems to be good buy.",4
14157,Best in the market!,"Feeling happy to use this product OPPO A53s 5G.
Fast, no heating problem, good battery life.
Since I m using 8GB RAM, it's awesome fast. Happy abt it.",5
14158,Value-for-money,"The camera is average..Redmi beats the phone with regards to its camera.
Camera does not matter for me much
Also I felt some lag in the finger print sensor it does not work some times...I have to enter the password. Not sure if it's the problem with just my phone.
The battery, display and the phones overall performance is upto the mark.
Even the ram expandable feature by using your mmc storage space and eye comfort feature is a great addition to this phone.
Overall satisfied with this model.",4
14159,Good quality product,"Superb mobile.
Camera is good
Battery is good ,but not a fast charging.
No hung issues, works flawlessly .",4
14160,Very Good,Hi Guys after using 5 days I'm writing this review Oppo brand is good for rought use apart from Camera quality made unhappy the quality disgusting rest everything is fine but I'm happy with filpkart and dealer they packed well and delivered in 2days but i thing want to say don't buy blue colour its not nice better u can go for black if camera mega pixels is 13mp battery backup long lasting rest everything is well. Even I dint get Hands free from dealer for charging it will take 1.5 hrs,4
14161,Wonderful,Awesome mobile and value for money happy with product along with service provide from Flipkart keep it up thumbs up to Flipkart for offering good product discount.. bought for my wife n she is happy as well,5
14162,Good,"I must appreciate the smart delivery. It took less than 24 hours to reach me. I appreciate the service

I have been using the phone since 5/6 days, hassle free, All fine but it has high SAR : 1.128 (head) &1.092 (body) Which is not mentioned in the specification on web site, but it is shown on the product.

This is a worrying factor. Moreover it does not have Radio inbuild.

Other than this, you can buy it",4
14163,Wonderful,Good,5
14164,Just wow!,Nice Product,5
14165,Super!,Received my new phone,5
14166,Really Nice,Nice I love it so much,4
14167,Just okay,Mobile is good working but camera is not not good,3
14168,Highly recommended,"Absolutely Outstanding product! The display of the mobile is awesome. It also contained the cover inside the box that is why I have given it full stars. The camera is also nice. Really value for my money. It is 128 GB ROM, 8 GB RAM and completely 5G mobile.",5
14169,Excellent,Awesome phone,5
14170,Nice,"Call record- worst
Camera- Good
Sound- Best
Camera slowmo mode- worst
Game running- Best
Storage- ok
Network speed- ok",3
14171,Mind-blowing purchase,"Valuable phone ... Battery capacity super ... Performance very good .. high speed level ...
Low cost thanks oppo and flipkart..🤩🤩",5
14172,Very Good,super mobile I love this mobile💕💕💕,4
14173,Fabulous!,It's really good mobile,5
14174,Super!,Good product and worth the price.... in the 5G bracket....Smart phones......,5
14175,Good choice,Camera not satisfied. screen pixel good....sensors are all ok.touch sensor might have been better.overall average at this price .,4
14176,Moderate,Cemera quality is not good,2
14177,Wonderful,Excellent product value for money,5
14178,Perfect product!,good,5
14179,Awesome,It is very good product.its feature is also good.,5
14180,Does the job,I just say Charging time is Very very low it's took 2 : 20 Hrs to charge full BATTERY and overall performance of oppo A53S5G is average by it's specifications.,3
14181,Pretty good,Better'for money price,4
14182,Excellent,Good,5
14183,Value-for-money,Good,4
14184,Slightly disappointed,In this price segment the camera quality is very poor,2
14185,Must buy!,Awesome product,5
14186,Could be way better,No fast charge,2
14187,Must buy!,Very good,5
14188,Wonderful,This is very good and very attractive 5G smartphone.....very low cost device in trending 5G devices.... currently all trending features available in this device,5
